id,keyword,location,text,target,text_length
10319,tragedy,Cleveland,parent tragedy first family creation second late rush drummer lived,0,67
10320,tragedy,,update qatar using tragedy ukrainianairlines transfer money iran amp dodge u sanction qatar pledged,0,99
10321,tragedy,The banana skin Republic of Ireland,totaln one year uncertainty still hang julenrosell tragedy spain,0,64
10322,tragedy,泰国,love important money also important love without money need maintained problem comi,0,83
10323,tragedy,,patreon feed epic deep dive act tragedy mariam sure release,0,59
10324,tragedy,"North of Eden, Britain...",drag queen protest end tragedy ricky gervais cancelled ww,1,57
10325,tragedy,Regina-Wilshire Theatre,oh right sam apology think got muddled lovely myrna loy another tragedy,0,71
10326,tragedy,,imagine asshole think taal eruption isnt tragedy one died despite economic oc,1,77
10327,tragedy,Ghana,difficult follow dream tragedy,0,30
10328,tragedy,Surabaya,conclusion idol life im trainer jyp sub vocal im debutting,0,58
10329,tragedy,Hre-Gutu - Masvingo -Zimbabwe,clear zimbabwean realised nov huge tragedy worse political economic condi,1,73
10330,trapped,"Fremont, CA",dan goodinexploit give remote access affect million cable modem cable haun,0,74
10331,trapped,"Detroit, MI",broke giant as glass air planter getting bed im completely trapped room someone wake,0,84
10332,trapped,Wales / Cymru,twit rescue owl trapped log burner,1,34
10333,trapped,"Manchester, England",uk govt must properly protect vulnerable child trapped organised criminal,0,73
10334,trapped,Tokyo,pm jan jst vr ranking vr get trapped inside locker cute classmate,0,65
10335,trapped,In My Own Lane,ya nigga sold drug studio time nigga trapped eat came outside,0,61
10336,trapped,where is taehyung,remember obsessed w video first discovered bts like much going stage single perfo,0,81
10338,trapped,Central Coast/High Desert,trapped earth least trapped twitter,0,35
10339,trapped,,person feel trapped nervous selfconscious thought loop break free simple strategy http,0,86
10340,trapped,where is taehyung,account one said btss cb one biggest band cb ever,0,49
10341,trapped,Amsterdam 🇳🇱,also whatever want youre talented world youre trapped,0,53
10342,trapped,"London, England",place earth ripoff leasehold feudal hangover trapped million mise,0,65
10343,trapped,,surely hed suffocate kept trapped longer well enough love makin,0,63
10344,trapped,"Hatfield, Pretoria",dont get trapped unnecessary detail know drug know work know nb side effect kno,0,79
10345,trapped,"Camden, NJ",trapped night shift,0,19
10346,trapped,Beating Black Dog,daysofbiking trapped steelwork,0,30
10347,trapped,España,trapped,0,7
10348,trapped,"Cebu City, Central Visayas",feel like im witch story andim innocent man lost wood trying go home live,0,73
10349,trapped,,year coup purged civil servant feel trapped turkey via,0,54
10350,trapped,,british afrikaans colonial history guilt racist white people eurocentrisism tribal genocide,0,91
10351,trapped,Hong Kong,hong kong knifemen attack motorist trapped overturned vehicle car chase sheung shui,1,83
10352,trapped,where is taehyung,today well get know connect bts taehyungs mafia army zip dropped hour bts run coming back,0,89
10353,trapped,"Storybrooke, Maine",emma lean forward regina automatically lean back as meet edge table,0,67
10354,trapped,,shes trying trap drama like trapped voting save eviction,0,56
10355,trapped,London,love island shit love ffs man ive trapped,0,41
10356,trapped,"New Jersey, USA",shes extremely easy gull confrontation result realizing late shes,0,65
10357,trapped,,totally agreed thisu cant tell abt u lovebut ol cn see always doin,0,66
10358,trapped,"Mumbai, Maharashtra",sunandapushkar get justice death natural pushed suicide murdered honey trappe,0,77
10359,trapped,Abu Dhabi & Dubai,boba tea u thirst trapped,0,25
10360,trapped,,trapped prison font,0,19
10361,trapped,United Kingdom,hahaha love good job saw work get ill trapped excel day,0,55
10362,trapped,𝕖𝕣𝕣𝕠𝕣,soldier survivor trapped little mf one empty med bottle health,0,62
10363,trapped,India,would request consumer trapped company fake promoti,0,51
10364,trapped,Australia,since theyre also trapped virtual coral harbour cant call backup ranger anyone,0,78
10365,trapped,India,would request consumer trapped company fake pr,0,46
10366,trapped,,tae idol andriod bought trapped company want control turn perfect star yoon,0,75
10367,trapped,,sneak house certain time solely dog literally wake entire,0,57
10368,trapped,,old soul feel trapped young body love anything vintage stationery goody,0,71
10369,trapped,Essex,isle feel trapped inside also put depends whic,0,46
10370,trapped,"Houston, TX",child loses parent remain trapped moment loss forever lost mother young b,0,73
10371,trapped,,year ago today idf humanitarian delegation flew haiti help save life devastating earthquake hit island,0,102
10372,trapped,🐰🐱New AU! 😁⬇️,yoongi feel sad maybe shouldnt like pity justthe impossibility situati,0,70
10373,trapped,guizo,think there young man trapped body,0,34
10374,trapped,,professor icarus charming manipulative cagey ended trapped ley line seemed pretty chi,0,85
10375,trapped,,lately right feel like cause ive trapped inside head long im sorry,0,66
10376,trapped,London,wasted plus weed alcohol last ten year imagine wasteful astagfirullah caus,0,74
10377,trapped,,need assistance rescuing animal still trapped area please get touch peta asia onthegr,0,85
10378,trapped,Jammu And Kashmir,border security force last evening pm avalanche hit bsf deployment naugam sector along loc sea,1,94
10379,trapped,"Colorado Springs, CO",moose trapped crevice,0,21
10380,trapped,,much hf longs trapped likely overreaction,0,41
10381,trapped,"Mumbai, India",please pray safety soldier trapped avalanche machil sector kupwara,1,66
10382,trapped,UNION REPUBLIC of Hindustan,border security force last evening pm avalanche hit bsf deployment naugam sector along loc search rescue,1,104
10383,trapped,"Crawley, England",far easy get trapped prison making insular pushing people away g,0,64
10384,trapped,Earth,europe n regional benefited exceptional shareholdermanagement harmony next gener,0,80
10386,trapped,where is taehyung,year ago today he unique selcas cute,0,36
10388,trapped,where is taehyung,seeing soobin seeing,0,20
10389,trapped,,dont waste time living someone elses life dont trapped dogmawhich living result people thinking,0,95
10390,trapped,,mom got one christmas last year dislike cause cant leg shoulder feel,0,68
10391,trapped,"Los Angeles, CA",knew british royalty family like others people world let talk real fact wha,0,75
10392,trapped,,smarter imaginationyes trapped maker gamevote sidharthshukla,0,60
10393,trauma,"Dublin City, Ireland",privileged launch conference traumainformedcare organised mrdatf amp hse cad trauma key understanding,0,101
10394,trauma,South Africa,date girl say drive safe im proud christmas trap youre guilted feel closer f,0,76
10395,trauma,your local ramen shop,wow ur mature ur age thanks trauma lol,0,38
10396,trauma,"Belfast, Northern Ireland",airbag deployment mcp first aid training actual experience medical,0,66
10397,trauma,United States,jimmy buffett tampico trauma via,0,32
10398,trauma,Hidden Away ❁ Teenage Dirtbag,cant achieve way childhood trauma smith,0,39
10399,trauma,,delicious gachi noodle bar,0,26
10400,trauma,,exciting opportunity come join major trauma team soon paediatric major trauma centre th,0,87
10401,trauma,"Katy, TX",nah mean maybe arent ready relationship period dont know bad ex hurt,0,68
10402,trauma,전원우,lean chilli trauma,0,18
10403,trauma,,cant achieve way childhood wound trauma wooooooooow might square,0,64
10404,trauma,Glasgow,come join u exciting opportunity join fantastic team prepare trauma site lanarkshire,0,84
10405,trauma,,know like tried move humiliated bcs past trauma yeah kept,0,57
10406,trauma,Afrika,book family extended et trauma impact member family cousin sister br,0,68
10407,trauma,California,ok capricorn placement rising moon especially gone gaslighting trauma young age whi,0,83
10408,trauma,"San Diego, CA",year experience tarot crystal healing amp protection life love amp finance trauma counselling helping people,0,108
10409,trauma,"5 Glasgow Rd, Southerton, Hara",today pay respect innocent life lost well victim physical psychological,0,71
10410,trauma,"Merveilles, Mexico",cant remember trauma programmed mind guess im gonna design trauma effect,0,72
10411,trauma,,please date responsibly please dont passing trust issue trauma around please take time heal,0,91
10412,trauma,"Sydney, New South Wales",nd year row open australiaday public holiday staff voted longer recognise,0,73
10413,trauma,"California, USA",fairfield trauma linear park pathway dover ave victim gsw gun shot wound,0,72
10414,trauma,,company put pressure come loose job get facin,0,45
10415,trauma,,many thanks everyone suffering trauma fact trying get thing back normal,1,71
10416,trauma,"Bay Area, CA ",parent refuse love lmaooooo highly doubt think heavily trauma based,0,67
10417,trauma,Earth,brahmin man asks bahujan woman prove oppression fact think youre owed answer oppressio,0,86
10418,trauma,"London, England",trauma tuesday tomorrow virchester trauma,0,41
10419,trauma,Cornwall Uk,anyone experienced abuse right heard age abuse buried year coming con,0,69
10420,trauma,"Bandar Lampung, Lampung",upload trauma different social medium platform money rather copingrecovering private gt,0,87
10421,trauma,On Kim Seokjin's dick,trauma as,0,9
10422,trauma,🙇🏻‍♀️,thats trauma,1,12
10423,trauma,,wouldnt hurt body might diff,0,28
10424,trauma,"Tipperary, Irl.",everyone agree see time time work training undertake specifical,0,63
10425,trauma,"Manchester, England",today majortrauma multidisciplinary team meeting nurse advanced practitioner consultant geriatrician ne,0,103
10426,trauma,,homosexuality result childhood trauma people dont choose queer illness neither b,0,80
10427,trauma,,jnuterrorattack truthexposed caanrcprotests nrc nrccaaprotests nrccaa nrcbill trauma center stude,1,97
10428,trauma,"London, England",enormous thanks reaching community award application continuing fund counsellor rol,0,83
10429,trauma,"OAU ile-ife ,Lagos, Nigeria",offer make new dress instead cant let grown sef go trauma,0,57
10430,trauma,"Merveilles, Mexico",cant even remember childhood trauma scarred believing im worth measure,0,70
10431,trauma,My universe 🌌,omg yes never thought way pearljrs family important fuck anyone elses,0,69
10432,trauma,Australia,ok feral activist enter private christian sponsored function amp scream attending causing trau,0,94
10433,trauma,Linguini's Chef Hat,almost year still remember felt betrayed humilated hard victim somebo,0,69
10434,trauma,The Universe,cycle trauma selfsabotage end,0,29
10435,trauma,"Queensland, Australia",survived mentally exhausted information overload amp drained even saw counsellor im proud wanted,0,96
10436,trauma,,dynamic running therapy important authentic healing trauma get stuc,0,67
10437,trauma,Lagos nigeria,give lingard please knee end man united fan trauma andreas still got assist,0,75
10438,traumatised,Mumbai,rahul gandhi speaks bad tolerated raga party exposed intoleran,0,62
10439,traumatised,,parent carers faced responsibility caring traumatised young person often cri,1,76
10440,traumatised,London & Birmingham,traumatised previous drama run away,0,35
10441,traumatised,,complete stranger filming raging repeatedly saying thier breaking law police st,0,79
10442,traumatised,Australia,small group young magpie today looked malnourished dishevelled amp traumatised neve,0,83
10443,traumatised,UK,brother law made sit,0,20
10444,traumatised,,im library return overdue book ooh err storm brendan drop day,0,61
10445,traumatised,HBeyCU,trauma make stronger trauma make traumatised,0,44
10446,traumatised,singapore i guess..,brings back response whole fucking thing guy violently racist shldnt,0,68
10447,traumatised,OZ,traumatised woman epitome neoliberal subjectivity psychopolitical manipulation,0,78
10448,traumatised,,think hollywood pedojoes bad try fat slob idol manager japan korea r,0,68
10450,traumatised,"Southport, England",rescue pet tied traumatised next railway track netty show way,1,61
10451,traumatised,he/him,im traumatised,1,14
10452,traumatised,any pronouns • nat • slytherin,he probably extremely traumatised never get think disgusting,0,60
10453,traumatised,"Kendal, Cumbria",toddler left scarred life traumatised bitten german shepherd face,1,65
10454,traumatised,"Chandigarh, India",rahul gandhi speaks bad tolerated raga party exposed,0,52
10455,traumatised,"Gujarat,India",ptsd actual thing like whoaaa nobody wanna address like youre going stay ignorant youre traumatised,0,99
10456,traumatised,,traumatised wildlife state captain cook electorate scottmorrison work,0,69
10457,traumatised,,lol faking love jh thats biggest joke ive heard far need join u b,0,65
10458,traumatised,Dubai ....2020 i will fly away,statement take account done per booksboth parent represen,0,57
10459,traumatised,Africa's Richest Square Mile,traumatised see,0,15
10460,traumatised,,important speak trust attacker like mine dont belong live th,0,60
10461,traumatised,,noted usa still statute limitation britain statute barred,0,57
10462,traumatised,"Cape Town, South Africa",poor couple must traumatised,0,28
10463,traumatised,"Nottingham, England",homeless feeling traumatised depressed bullying domestic abuse nervous breakdow,0,79
10466,traumatised,,since people traumatised word shall remain unsaid maybe,0,55
10467,traumatised,"West Midlands, England",special dispensation people whove night screaming teething toddler badge ca,0,75
10468,traumatised,Yorkshire & Scotland,hound saluki rescued puppy one traumatised year old,1,51
10469,traumatised,"Crowthorne, England",special dispensation people whove night screaming teething toddler badg,0,71
10470,traumatised,2yuwinjeno♡fla,poor taeil loon traumatised v,0,29
10471,traumatised,"Oxford, England",mh care crucial yr character traumatised ptsd ghastly iterative multiplie,0,73
10472,traumatised,London United Kingdom,kashmir child left traumatised decadeslong conflict picture,0,59
10473,traumatised,,brave aspect sad story tragic suicide social medias frenzied r,1,62
10474,traumatised,,well aint trusting nobody matter im loyal money experience traumatised,0,70
10475,traumatised,,idea ended amp totally traumatised doesnt present well higher,0,61
10476,traumatised,"Portsmouth, England",pompfession one time first year mate went walk beach whilst stoned,1,66
10477,traumatised,India,let lie hv traumatised family rt apart fr,0,41
10478,traumatised,UK,would traumatised one mentioned trouser ffs,0,43
10479,traumatised,United States,season im correct bad honestly want watch without,0,49
10480,traumatised,Chloorkop,rember day vividly young primary school boy time,0,48
10481,traumatised,NOTTINGHAM,homeless feeling traumatised depressed bullying domestic abuse nervous break,0,76
10482,traumatised,"Portsmouth, England",last night dreamt octopus landed suckered face fucking traumatised morning,0,74
10483,traumatised,Australia,million traumatised wildlife million traumatising longdead british imperialist word level,0,89
10484,traumatised,Konohagakure,traumatised second time,1,23
10485,traumatised,"Melbourne, Australia",amp crew invaded event set specifically lgbtqi family,0,53
10486,traumatised,"Sydney, Australia",live sydney footage photo burnt distressed suffering traumatised animal wil,0,75
10487,traumatised,"London, England",make one fairly innocuous giftweet support someone tweet trans right wake accused n,0,83
10488,traumatised,she/her,ive seen men calling actual sex worker swerf saying traumatised working sex trade truly p,0,89
10489,traumatised,,idk happened end tgcf like traumatised remember h,0,49
10490,traumatised,,child forever traumatised pimplyfaced braindead neoliberal auspol,0,65
10491,traumatised,South Africa,yeah video made morning yey wow defs need watch,0,47
10492,traumatised,"Grand Casablanca, Morocco",recent needed get chest hit still traumati,1,42
10493,traumatised,Australia,congratulation deanne nearly took brother amp show clear sign,0,61
10494,traumatised,"Norwich, England",cant make shit upoh dont mainly drug woman kid sufferingtraum,0,61
10495,traumatised,,colleague showed stationary list son im traumatised still buy unifo,0,67
10496,traumatised,🌟Australia & Global & Beyond🌟,cannot actually bring simply note varying different hor,0,55
10497,traumatised,"York, England",dream nightmare last night worked mcdonalds honestly ive woken traumatised,0,74
10498,traumatised,United Kingdom,always felt like fandom reaction scandal traumatised quite strongly ver,0,71
10499,traumatised,Australia,pointed aunt troubled well even occurred cant put blame soc,0,59
10500,traumatised,,im ok cried bit im ok mostly traumatised,0,40
10501,traumatised,Melbourne,thats pretty much ex said yelled screamed,0,41
10502,traumatised,"Greytown, New Zealand",thing like slept guy afterwards looked eye finger gun,0,53
10503,traumatised,,people try hard scary different asthetic day point head blown like im tr,0,72
10504,traumatised,Republic of the Philippines,im still traumatised done teka bat may kneadable eraser sa mukha niya haha,0,74
10505,traumatised,"Kempton Park, South Africa",jay traumatised lemonade didnt want even touch meghan hugging,0,61
10506,traumatised,,f ed cant tell leave pls traumatised half,0,41
10507,traumatised,,ill traumatised long time petition full name people disregard steal,0,67
10508,traumatised,Sacramento,hurt ppl hurt ppl actually many traumatised ampabused ppl dont hurt ppl compassion empathy c,0,92
10509,traumatised,Central Highlands Victoria,thats sad he traumatised,0,24
10510,traumatised,Australia,wont know drive sea survived,1,28
10511,traumatised,,everyone make wols playlist listen understand strain miserable traumatised,0,74
10512,trouble,The Netherlands,still trouble making point many people extreme left much trouble climate climate chang,0,86
10513,trouble,,trouble falling asleep lately,1,29
10514,trouble,"Rio de Janeiro, Brasil",org back trouble loading site properly hard refresh andor clear browser cache,0,77
10515,trouble,Home.,got microphone work trouble connecting emulator finally play mario party d w,0,76
10516,trouble,Trappist-1🍀,still cannot believe yoongi said well acting im trouble whole chest aspi,0,72
10517,trouble,,refundwarren act blue literally max capacity people asking refund warren donationson eve,0,88
10518,trouble,Luxembourg,get lost sea despair hopeful optimistic struggle struggle day week mont,0,71
10519,trouble,"Ngunnawal Country, Canberra",woman trouble maker demanding justice rape assault considering open door fo,0,75
10520,trouble,,trouble money swear id millionaire said trouble money baby swear id millionaire,0,79
10521,trouble,,confession make like fact youre crazy kay francis mariette colet tr,0,67
10522,trouble,Spain,notice country really ethnic minority privilege look abbot,0,58
10523,trouble,Australia,parliament whole onus thisamp deterioration,0,43
10524,trouble,"Dallas, TX",solid female change ngga life forever gonna keep trouble help think future teach,0,80
10525,trouble,,mom support marianne tell big truth want say politician man,0,59
10526,trouble,bts world,double trouble,0,14
10527,trouble,"Lagos, Nigeria",hell unperturbed watching devil trouble coming punishment id done nothing wrong,0,79
10528,trouble,Region Quad Axel,xiao zhan trouble removing robe xuanwu cave scene bsjdkkd,0,57
10529,trouble,"Texas, USA",know get galaxy far far away trophy im trouble,0,46
10530,trouble,,nothing wrong honest ambitionthe trouble trumpite republican problem honest part,0,80
10531,trouble,Earth,ly amp map soul giveaway complete except poster rule rt enter follow n,0,70
10532,trouble,"Ascot, South East",government step save company simply run trouble asked future flybe pm,0,69
10533,trouble,🦔,knew jongdae fucking hear trouble thats voice man dont pull,0,59
10535,trouble,"Tel-Aviv, Israel",kakuryu serious trouble,1,23
10536,trouble,"Nowhere, man",history going record u tried kickstart war backfired target accidentally shot,1,77
10537,trouble,"Lagos, Nigeria",lol hope talking terry g show london zurich even,0,48
10538,trouble,London,im tired soul tired amp im trouble self healing,0,47
10539,trouble,42217 You became my rl angel🥺,ill fine getting trouble sibling atainz,0,39
10540,trouble,,stay trouble stay touch part art trade pathologic pathologic http,0,65
10541,trouble,,trouble,0,7
10542,trouble,Lagos,sef like trouble lol,0,20
10543,trouble,,mean im like planning also somehow happen could legal trouble,0,61
10544,trouble,,double trouble modelsstylists left right martha namura,0,54
10545,trouble,"London, England",part cunning plan devious like,0,30
10546,trouble,,hi im sorry hear issue broadband service apology th,1,51
10547,trouble,"Brent, London",maybe doesnt want trouble,0,25
10548,trouble,"Manchester, England",either new leader completely symbolically fully switch tack election dron,0,73
10549,trouble,,corn pop trouble,0,16
10550,trouble,,doc comment tractrello discussion way report discus documentation issue birgit paulihaack,0,89
10551,trouble,Global,hey sachin sorry hear trouble would like addressed,1,50
10552,trouble,,brushing pidge trouble mother joke,0,34
10553,trouble,,get latest report covering technical analysis sodinokibi ransomware caused trouble throug,1,89
10554,trouble,Washington,lot issue paltrow important note paltrow admits suffers memory loss,1,67
10555,trouble,North Wales,someone trouble staying awake dogsoftwitter,0,43
10556,trouble,,terry g comparison esu looking trouble president said ill raise leg swivel,0,74
10557,trouble,,jiu yoohyeon youre charge im away yoohyeon alright im gal jiu dont anything stupid yoohyeon,0,91
10558,trouble,Norwich,exactly jill every family meghan always create drama cause,0,58
10559,trouble,,eh get paid soon attitude really get bank account trouble,0,57
10560,trouble,,trouble caused american lovesick boy,0,36
10561,trouble,"London, ON Canada",allowed refollow twitter say im maxed going thru follower remove one loo,0,72
10562,trouble,Spalding,hey dart fan time monthly gin amp dart giveaway incredible prize set,0,68
10563,trouble,"Salem, OR",there level im trouble getting requires bit effort bit money get,0,64
10564,trouble,"Rocky Hill ,Connecticut",didnt saint get trouble piping crowd noise thought,0,50
10565,trouble,Kuala Lumpur,find making excuse pray salah better realise soul serious trouble,0,65
10566,trouble,,rude dont cause anyone trouble,0,30
10567,trouble,"Houston, TX",fact biden recently said basically campaign issued clarification noted su,0,73
10568,trouble,,even yet nd ur already tryna cause trouble,0,42
10569,trouble,Nigeria,like trouble,0,12
10570,trouble,icon ; neekosiah,mv elizabeth sipping mulled wine watching nyarlathotep way verse could n,0,72
10571,trouble,"Country Club, FL",bk trouble evangelicals saying burger damned good flawlessly illustrates sicken,0,79
10572,trouble,Yorkshire and The Humber,whole history njthere one person massive trouble maker cause,1,60
10573,trouble,"London, England ",maam starting sound like toxic trouble maker looool,0,51
10574,trouble,Manchester,think thats got trouble first place,0,35
10575,trouble,Philippines,say learned lesson vow stay trouble,0,35
10576,tsunami,Out of focus,fear grow volcanic eruption could trigger tsunami philippine,1,60
10577,tsunami,"NUNYA BUSINESS, CA 🌏📍",mf gone remember,0,16
10578,tsunami,,breaking tsunami watch warning following magnitude earthquake rocked puerto rico,1,80
10579,tsunami,Mediterráneo,tsunami puigdemont va,0,21
10580,tsunami,"Antioch, CA",dennys ihop like,0,16
10581,tsunami,Barcelona,tsunami puigdemont via,0,22
10582,twister,,elaine duran also took tongue twister challenge remind u pause post pushawar,0,76
10583,twister,Nairobi kenya,winner never stop trying cc clamsyphotography ninetyoneconcepts,0,63
10584,twister,Singapore,mcdonalds prosperity burger amp twister fry back jan thurs,0,58
10585,twister,,nyahhahhahaha tongue twister,0,28
10586,twister,United Kingdom,inspired twister eliquid mlnewvaping,0,36
10587,twister,Singapore,mcd twister fry coming back jan,0,31
10588,twister,Navan,navan omahonys dinner dance clubhouse saturday st february pm neat dress essential music,0,88
10589,twister,New York. Paris. Crawley,vote put ariel twister mma hour like theo von,0,45
10590,twister,"San Pedro, Laguna",twister fry date,0,16
10591,twister,"Bristol, England",dont mind reflecting doomed good new office tongue twister though,0,65
10592,twister,🇦🇹,please funny everything txt long tongue twister,0,47
10593,twister,Dublin,viper twister original club mix nowplaying,0,42
10594,twister,Singapore,twister fry made permanent menu,0,31
10595,twister,In her heart ❤️,dear singapore mcdonalds please make twister fry permanent,0,58
10596,twister,"Milan, Lombardy",bestseller playstation network card,0,35
10597,twister,🐘,bruh stud multiple family bm still talk k,0,41
10598,twister,Lion City,twister fry coming back yas,0,27
10599,twister,"Bremerton, WA",new post play twister published video gaming,0,44
10600,typhoon,"Aalborg, Denmark",golden retriever beautiful dog,0,30
10601,typhoon,,mega gumelar mafalda yaya zahir priscilla abby typhoon kanokchat munyadon fazzill alditto lia amelia sapol,0,106
10602,typhoon,Darvasa Gas Crater,aight bet,0,9
10603,typhoon,,mulan song ill make man line must swift coursing river,0,54
10604,typhoon,"🇷🇺 Moscow, Russia. ♂️ He.",mulan song ill make man line must swift coursing river f,0,56
10605,typhoon,"Aalborg, Denmark",information besides rumour thats joke,0,37
10607,typhoon,"Tacloban City, Eastern Visayas",charo daniel teaming movie aftermath typhoon yolanda see,0,56
10608,typhoon,qc,last sem first week class cancelled typhoon sem volcanic eruption,1,65
10610,typhoon,"NRA, Cebu City, Philippines",borongan city contingent prays recovery typhoon ursula,1,54
10611,typhoon,,go etron rory loving mine look typhoon grey model next roberton,0,63
10612,typhoon,,go etron rory im loving mine look typhoon grey model roberton,0,61
10613,typhoon,old town road,lot people tacloban died typhoon yolanda didnt know storm surge doesnt,1,70
10614,typhoon,"Carig,Tuguegarao City,Cagayan",look provision financial assistance assistance individual crisis situation aics program,0,87
10615,typhoon,Sarawak,need prayer people time reflect year australia fire jakarta typhoon south korea fir,0,83
10616,typhoon,Wiltshire,year ago today po frank johnson rcaf took hawker typhoon rb air test local flying,0,81
10617,typhoon,"Makati City, National Capital ",bashers nothing badmouth spreading negative c,0,45
10618,typhoon,,coverage start hxchallenge last week first platform claim validation,0,68
10619,typhoon,"London, UK",coverage start hxchallenge last week first platform claim validati,0,66
10620,typhoon,Cam Sur x Laguna x Taguig,remember naga city hit typhoon nina asked even lgus already,1,59
10621,typhoon,Quezon City,remember naga city hit typhoon nina asked even lgus already doi,1,63
10622,typhoon,India,finland hxchallenge typhoon finnish air force commences eurofig,0,63
10623,upheaval,"Cambridge, England",education profession take kindly reckless eccentric political leader claimed preocc,0,83
10624,upheaval,,fight flight weve warned tory insider believe appetite complete structural revol,0,80
10625,upheaval,"Beeston, Nottingham, UK",school brace five year upheaval triumphant party gove heart truly terrif,0,72
10626,upheaval,Oxfordshire,kid nearing end school career survived hope thing hav,0,53
10627,upheaval,EL & PE,here lineup film coming year poppie nongena jan story mother whose life revolves around findin,0,94
10628,upheaval,Suffolk Uk,school brace five year upheaval triumphant party gove heart melissa benn,0,72
10631,upheaval,"Bracknell, Berks",school brace five year upheaval triumphant party gove heart,0,59
10634,upheaval,"Brighton, England",school brace five year upheaval triumphant party gove heart teaching guardian,0,77
10635,upheaval,Wiltshire - UK,rumour trial notice inspection completely lost plot,0,51
10636,upheaval,"Perth, Western Australia",thought sword googled well make sense sword,0,43
10637,upheaval,,fight flight weve warned tory insider believe appetite complete structural,0,74
10638,upheaval,Planet Earth,year major upheaval renew domain website however making plan,0,60
10639,upheaval,Nigeria,there major upheaval coming nigerian political system,1,53
10640,upheaval,Liverpool,one continuity driven offer brexit like upheaval incoherent associating one,0,75
10641,upheaval,"Southend-on-Sea, East",school brace five year upheaval triumphant party gove heart government,0,70
10643,upheaval,Oxford (most of the time),note caution hoping rest change school sector,0,45
10644,upheaval,Kingston-upon-Hull,toxic johnson government would well recall david cameron sack michael gove toxic,0,80
10646,upheaval,Cardiff,well tory carry destroying education system wont teacher left school brac,0,73
10647,upheaval,"Dublin, Ireland",live otbam paul galvin studio keith wood frontrow depth chart barca upheaval graham hunter td sen kyne co,0,105
10649,upheaval,Oxford,prediction restrict england education devolvedenglish school,0,60
10650,upheaval,"Brighton, England",school brace five year upheaval triumphant party gove heart teaching gua,0,72
10651,upheaval,Brighton,education profession take kindly reckless eccentric political leader claime,0,75
10652,upheaval,,school brace five year upheaval triumphant party gove heart melissa benn http,0,77
10654,upheaval,United Kingdom,toxic johnson government would well recall david cameron sack michael gove,0,74
10655,upheaval,,school brace fro five year upleavah triumphant party gove heart melissa benn,0,76
10658,upheaval,"Yorkshire, UK",food thought,0,12
10668,upheaval,Ukraine,certain irony fact downing airliner country underwent people power,0,66
10669,upheaval,🎙 - 📻 - 🎧 - 🎥,live otbam paul galvin studio keith wood frontrow depth chart barca upheaval graham hunter td sen ky,0,100
10670,upheaval,UK European Union,ffs year chaos amp upheaval isnt enough obviously uneducated illiterate society easier cont,0,91
10672,upheaval,Gotham City,gotham isnt continued batman show right doesnt mean wont future upheaval,0,72
10677,upheaval,,find fascinating history always repeat lesson past case leading ar,0,66
10680,upheaval,USA,royal family upheaval,0,21
10684,upheaval,"Albuquerque, New Mexico",psychedelic poster served pulsating visual representation political upheaval sexual liberation,0,94
10685,upheaval,,putin financing syria watching upheaval iran fresh allyand,1,58
10687,violent%20storm,,rockall hr forecast southwesterly gale storm occasionally violent storm first north high,0,88
10688,violent%20storm,	57°35′46.6″N 13°41′14.3″W,rockall hr forecast southwesterly gale storm occasionally violent storm first north hi,0,86
10689,violent%20storm,"Fort Lauderdale, FL",god show discomfort fiery furnace daniel burning thorn bush exodus,0,66
10690,violent%20storm,"Kabul, Afghanistan",butterfly flapping wing amazon rain forest generate violent storm side,0,70
10691,violent%20storm,,matthew dingley allegedly beat flight attendant tried enter cockpit injured several police,1,90
10692,violent%20storm,,john wick love keanu reef johnwick johnwick keanureeves laurencefishburne,0,73
10693,violent%20storm,"Gainesville, FL",oh whats appropriate word plan takeover violent overthrow governmen,0,67
10694,violent%20storm,,proof bernie colluding soros amp antifa plan massive violent riot every major city president,0,92
10695,violent%20storm,Chicago,violent storm arcadehero fighter wade round gamethrough bitchute jasonrt goviralrt,0,82
10696,violent%20storm,,crazy violent arent want u sheep truth seeking patriot,0,54
10697,violent%20storm,"same world, different planet ",shipping forecast tonight south east iceland severe gale violent storm youre must,0,81
10698,violent%20storm,Australia,yes wld seem little kid held thier amp forced story read drag queen,0,67
10699,violent%20storm,Australia,yes wld seem little kid held thier amp forced story read,0,56
10700,violent%20storm,"Planet Ice, Altrincham ",get bit violent lot beat,0,24
10701,violent%20storm,Mackem in Bolton,hmm watched rambo last blood ive fan since first blood one bit mish mash,0,72
10702,violent%20storm,"Orkney, Scotland",ob kirkwall airport showed sustained wind speed preceding hour kmh mph force,0,76
10703,violent%20storm,"New Forest, England",even violent storm forecast wi,0,30
10704,violent%20storm,,storm surgewild extreme violent torrential rain tempered gentle light somewhere behind curtain,0,94
10705,violent%20storm,Hyderabad | Dubai,violent storm quicker pass,0,26
10706,violent%20storm,"Glastonbury, England",violent storm quicker pass paulo coelho,0,39
10707,violent%20storm,,storm violent af bathong,1,24
10708,violent%20storm,bedfordshire,storm evening airship r withstood storm similar ferocity morning october th,0,75
10709,violent%20storm,"South Dublin, Ireland",stormbrendan home business stil,0,31
10710,violent%20storm,Arizona,upon time west monument valley sunset double rainbow look carefully remnant,0,75
10711,violent%20storm,"Cork, Ireland 🇮🇪",mention violent storm hit cork kerry leo feed course anywhere outsid,0,68
