keyword,location,text,target,text_length,word_count,char_count,avg_word_length,punctuation_count,uppercase_word_count,hashtag_count,url_count
injury,Unknown,ordinarily player would expected return preseason kane injury setback mean likely,0,81,11,81,7.363636363636363,0,0,0,0
injury,"South East, England",buying injury one safest strategy buying good fixture selling,0,61,9,61,6.777777777777778,0,0,0,0
injury,Unknown,thanks nurse however quite physical injury close woman wou,0,58,9,58,6.444444444444445,0,0,0,0
injury,Unknown,turn made welcome return squad last week injury,0,47,8,47,5.875,0,0,0,0
injury,لبنان - Lebanon,fabinho back training lfc put contention face mufc weekend brazil,0,65,10,65,6.5,0,0,0,0
injury,Cambridge,sport injury treatment ktape work passing fad,0,45,7,45,6.428571428571429,0,0,0,0
injury,London,research show hour sleep could prevent injury runnersworld sportsinjury training,0,80,10,80,8.0,0,0,0,0
inundated,Unknown,news alert issue impacting driver license service inundated dmvs region monday tied called,0,90,13,90,6.923076923076923,0,0,0,0
inundated,"California, USA",cannot believe going post someone said support trans people inundated terfs,0,75,11,75,6.818181818181818,0,0,0,0
inundated,"New Jersey, USA",everyone sending money australia save wildlife one seems raising money lon,0,74,11,74,6.7272727272727275,0,0,0,0
inundated,wandering the western US,going bed swear fuck brnie lose election going lose fuc,0,55,10,55,5.5,0,0,0,0
inundated,Liverpool,think bad battered wife home inundated last night directly handiwork,0,68,10,68,6.8,0,0,0,0
inundated,Unknown,harry exroyal gaydad father beautiful plastic darren reborn doll amp taxpayerfunded trustafarian decides,0,104,13,104,8.0,0,0,0,0
inundated,London,using keep mark actively commercialising otherwise wed inu,0,58,8,58,7.25,0,0,0,0
inundated,"New Jersey, USA",dem soc whose time inundated great orange ape rapid disintegration,0,66,10,66,6.6,0,0,0,0
inundated,Bournemouth,lie tory could spread zero repercussion constituent inundated letter phone call amp,0,83,12,83,6.916666666666667,0,0,0,0
inundated,Chelsea London,whole soccer caught web gambling want sell cup gambling firm,0,60,10,60,6.0,0,0,0,0
inundated,Unknown,achievement inconsequential kip repeating drama like nites rome meseyside amp,0,77,10,77,7.7,0,0,0,0
inundated,North Ayrshire,many remember awhile back police approach fox clock curtain twitcher decided,0,76,11,76,6.909090909090909,0,0,0,0
inundated,"Kingston upon Thames, London",amazing show amazing voice inundated love audience saw original betty blokkbuster,0,81,11,81,7.363636363636363,0,0,0,0
inundated,"Cambridge, MA",seems like inundated trailer movie truly level wonder woman,0,59,9,59,6.555555555555555,0,0,0,0
inundated,"Seattle, WA",timeline inundated bernie warren fan getting angry make think leak,0,66,10,66,6.6,0,0,0,0
inundated,England,checked still reply also wrote watchdog said inundated com,0,58,9,58,6.444444444444445,0,0,0,0
inundated,"Beverly Hills, CA",need man thread womensexy smile stuble beard muscle dad bod dick pic blocked,0,76,13,76,5.846153846153846,0,0,0,0
inundated,Australia,yeah sorry three thing every,0,28,5,28,5.6,0,0,0,0
inundated,"Florida, USA",seeing people hate black woman reason existence exhausting amp take toll feel physically,0,88,13,88,6.769230769230769,0,0,0,0
inundated,Unknown,withering death album found undermined backyard cat inundated floor mustering cat food,0,86,12,86,7.166666666666667,0,0,0,0
inundated,"Baltimore, MD",texas governor greg abbott first governor united state halt refugee resettlement state,0,86,12,86,7.166666666666667,0,0,0,0
inundated,My old New England home,one tends perpetuate ideal,0,26,4,26,6.5,0,0,0,0
inundated,Nigeria,ask question get answer time always inundated query various quarter,0,67,10,67,6.7,0,0,0,0
inundated,"Dublin, Ireland",inundated applicant reserved wonderful home futu,0,48,6,48,8.0,0,0,0,0
inundated,Sydney Australia,amazing show amazing voice inundated love audience saw original betty blokkbuste,0,80,11,80,7.2727272727272725,0,0,0,0
inundated,5th Dimension,getting point etheric body inundated astral body around aura,0,60,9,60,6.666666666666667,0,0,0,0
inundated,5th Dimension,like coming back body sleep passing back aura feel,0,50,9,50,5.555555555555555,0,0,0,0
inundated,texas,may pray sure need,0,18,4,18,4.5,0,0,0,0
inundated,The Great White North,motto fight voter really think voting next election,0,51,8,51,6.375,0,0,0,0
inundated,Alexandria NSW 2015,flat homebuyers spend summer break getting ready purchase,0,57,8,57,7.125,0,0,0,0
inundated,"Red Hook, NY",explosive scandal yes know absolutely inundated shoul,0,53,7,53,7.571428571428571,0,0,0,0
inundated,"Perth, Western Australia",thank must inundated news whilst touring beautiful,0,50,7,50,7.142857142857143,0,0,0,0
inundated,"Fort Worth, Texas",one great tenet leadership discernment listen empathy also proper perspective,0,77,10,77,7.7,0,0,0,0
inundated,South of the Mason-Dixon,nearly gagged saw revolve bad enough feed inundated post show,0,61,10,61,6.1,0,0,0,0
inundated,"Atlanta, GA",know really true least bad,0,26,5,26,5.2,0,0,0,0
inundated,"Edmonton, Alberta",know typically engage negativity online try darned best inund,0,61,9,61,6.777777777777778,0,0,0,0
inundated,Next To You,current utility field workforcemanagement inundated manual disconnected process less optimal,0,92,10,92,9.2,0,0,0,0
inundated,"Delaware, USA",everyone know moving away addressing issue vital amp dear american heart,0,72,11,72,6.545454545454546,0,0,0,0
inundated,Unknown,inundated strathspey,0,20,2,20,10.0,0,0,0,0
inundated,Canungra,help animal fire victim premier annastacia palaszczuk announced grant wildlife carers inundated,0,95,12,95,7.916666666666667,0,0,0,0
inundated,Unknown,good luck mate asking question lot exactly inundated reply,0,58,9,58,6.444444444444445,0,0,0,0
inundated,Unknown,unreal know actually read tweet point end,0,41,7,41,5.857142857142857,0,0,0,0
inundated,🅱️oft™️,sick inundated homophobia daily like stop already,0,49,7,49,7.0,0,0,0,0
inundated,Unknown,best thing dfs besides making money politics thank god look twitter inund,0,73,12,73,6.083333333333333,0,0,0,0
inundated,USA,obviously understand pres trump wanted follow,0,45,6,45,7.5,0,0,0,0
inundated,Unknown,good point trade tariff,0,23,4,23,5.75,0,0,0,0
inundated,London {Victorian era},kept keen observing gaze closed eye delicately seemed submerge,0,62,9,62,6.888888888888889,0,0,0,0
inundated,"Auburn, NY",take high road position buddy boo hoo crap spew lie,0,51,10,51,5.1,0,0,0,0
inundated,Unknown,might found roommate exciting relief put work person,0,52,8,52,6.5,0,0,0,0
inundated,"Global (HQ: Bangalore, India)",current utility field workforcemanagement inundated manual disconnected process less,0,84,9,84,9.333333333333334,0,0,0,0
inundated,Minnesota,completely inundated yet,0,24,3,24,8.0,0,0,0,0
inundated,Every Quarter,harry exroyal gaydad father beautiful plastic darren reborn doll amp taxpayerfunded trustafarian dec,0,100,13,100,7.6923076923076925,0,0,0,0
inundated,sfo-ams-yvr-mel-yul-hkg-ber,either look ridiculously touch get inundated evidence demonstrating world,0,73,9,73,8.11111111111111,0,0,0,0
inundated,Ottawa,inundated technicality enough permitted second really,0,53,6,53,8.833333333333334,0,0,0,0
inundated,My Recliner,still talk much got inundated people trying sell pick,0,53,9,53,5.888888888888889,0,0,0,0
inundated,Unknown,inundated secularly amp religiously,0,35,4,35,8.75,0,0,0,0
inundated,"South Australia, Australia",head worldwide crafter awesome aussie admins ask everyone,0,57,8,57,7.125,0,0,0,0
inundated,Unknown,bernie actually counter inundated unify middl,0,45,6,45,7.5,0,0,0,0
inundated,pittsburgh,anyone experience remarkabletm tablet inundated targeted advertising seems lik,0,78,9,78,8.666666666666666,0,0,0,0
inundated,"Greensboro, NC",supernatural mystical explanation said know mechanism,0,53,6,53,8.833333333333334,0,0,0,0
inundated,Unknown,another unnecessary reservoir proposal diablo range del puerto cyn treasure natio,0,81,11,81,7.363636363636363,0,0,0,0
inundated,"Hesperia, CA",heard new carb control form itworks help block sugar amp carbs inundated,0,72,12,72,6.0,0,0,0,0
inundated,"North Carolina, USA",got damn cannot even imagine must like inundated bullshit day,0,61,10,61,6.1,0,0,0,0
inundated,Tiffany Circle,koala care absolutely inundated creature care please consider donation,0,70,9,70,7.777777777777778,0,0,0,0
inundation,"La Mirada, CA",many forgotten darkest day referred old timer zombie inundatio,0,62,9,62,6.888888888888889,0,0,0,0
inundation,"Espoo, Finland ",surely spider generally problem water actually many arthropod hav,0,65,9,65,7.222222222222222,0,0,0,0
inundation,Sydney,tracking change mosquito population fire pool tidal inundation rain plenty,0,74,10,74,7.4,0,0,0,0
inundation,"Los Angeles, CA",please join partner share traditional healing tool process sankofa inspired sound bath,0,86,12,86,7.166666666666667,0,0,0,0
inundation,Australia,add sea level inundation world people living town city sited coastal estu,0,73,12,73,6.083333333333333,0,0,0,0
inundation,"Fort Point, #fortpoint, Boston",ill add irresponsibility begin began least upon epa studie,0,58,9,58,6.444444444444445,0,0,0,0
inundation,North Queensland... sometimes,add sea level inundation world people living town city sited coastal,0,68,11,68,6.181818181818182,0,0,0,0
inundation,NYC 'burbs,people follow baseball news sorry inundation baseball tweet today,0,65,9,65,7.222222222222222,0,0,0,0
inundation,Curitiba - Brazil,last year noss center operational oceanographic product service released coastal inundation dashboard web,0,105,13,105,8.076923076923077,0,0,0,0
inundation,"Boulder, CO",hurricane hurricane headed city neighborhood jeopardy pleased,0,61,7,61,8.714285714285714,0,0,0,0
inundation,Just out of your grasp,received inundation appalling information work nigga wylin,0,58,7,58,8.285714285714286,0,0,0,0
inundation,"Washington, DC",deputy director mary erickson discussing exciting multifederal agency project flood inun,0,88,11,88,8.0,0,0,0,0
inundation,Unknown,back bunch nhhockeynhswimming stuff guy like usual monday let get right,0,71,11,71,6.454545454545454,0,0,0,0
inundation,"Calgary, Alberta",sweetly remembered echo fade chronological inundation nostalgia falling highest precipice,0,89,10,89,8.9,0,0,0,0
inundation,Unknown,thread pray family young man may god bless amp strengthen young men willing,0,75,13,75,5.769230769230769,0,0,0,0
inundation,occupied Ohlone and Yokut land,del puerto cyn diverse birding spot stanislaus county large,0,59,9,59,6.555555555555555,0,0,0,0
inundation,"Central Valley, CA",del puerto cyn diverse birding spot stanislaus county,0,53,8,53,6.625,0,0,0,0
inundation,USA,overpopulation inundation,0,25,2,25,12.5,0,0,0,0
inundation,"Iowa, USA",michael bednarek presenting interactive webbased system evaluate hurricane inundation impact,0,92,10,92,9.2,0,0,0,0
inundation,Unknown,last year noss center operational oceanographic product service released coastal inundation dashboa,0,99,12,99,8.25,0,0,0,0
inundation,Unknown,part agree however year foxnews inunda,0,38,6,38,6.333333333333333,0,0,0,0
inundation,Unknown,yes ltcommence inundation childhood memoriesgt want,0,51,6,51,8.5,0,0,0,0
inundation,diagonal incline,superstructure start end business moment action,0,47,6,47,7.833333333333333,0,0,0,0
inundation,"Boston, MA",john mchenry long time wrfhydro community member presenting flood inundation case study hurricane florence,0,106,14,106,7.571428571428571,0,0,0,0
inundation,"London, England",except people need reach read watch documentary type film,0,57,9,57,6.333333333333333,0,0,0,0
inundation,Unknown,except people need reach read watch documentary type,0,52,8,52,6.5,0,0,0,0
inundation,"Rio Grande Valley, Texas",google hydraulic model river india much accurate inundation mapping legacy model,0,80,11,80,7.2727272727272725,0,0,0,0
inundation,Antwerp,point shock violent sea driven back suddenly recoiling redoub,0,61,9,61,6.777777777777778,0,0,0,0
inundation,Unknown,fwri research exposure marine turtle nesting ground named storm along continental usa openscience hurricane,0,107,14,107,7.642857142857143,0,0,0,0
inundation,FLORIDA,fwri research exposure marine turtle nesting ground named storm along continental usa openscience,0,97,13,97,7.461538461538462,0,0,0,0
inundation,"Sydney, Australia",tracking change mosquito population fire pool tidal inundation rain plent,0,73,10,73,7.3,0,0,0,0
inundation,Australia,image mature acacia ampliceps thicket year post fire year post burn yes know remarkable regro,0,93,15,93,6.2,0,0,0,0
inundation,Perth /on Nyungar Boodjar,image mature acacia ampliceps thicket year post fire year post burn yes know remarkable,0,87,14,87,6.214285714285714,0,0,0,0
inundation,NOT in the Bastille!,kept best footstep least sign answered another inundation way shook turnkey wood,0,80,12,80,6.666666666666667,0,0,0,0
inundation,Unknown,need intelligent educated people country understand responsibility stop,0,71,8,71,8.875,0,0,0,0
inundation,"Wellesley, MA via Burlington, VT",one winschristine mcvies dickinsonian idiom choice inundation stevie nickss vernacular spel,0,91,11,91,8.272727272727273,0,0,0,0
inundation,"Sydney, New South Wales",island scumo refused assist back climate summit faci,0,52,8,52,6.5,0,0,0,0
inundation,Singapore,info thought suffering image unholy inundation misery world living writhing nigh,0,80,11,80,7.2727272727272725,0,0,0,0
inundation,"Lilburn, GA",everyday iowan despise caucus date enjoy get prestige going first whatever guess,0,80,12,80,6.666666666666667,0,0,0,0
inundation,Unknown,info thought suffering image unholy inundation misery world living writhin,0,74,10,74,7.4,0,0,0,0
inundation,Up a tree,ending fom gain inundation member state immigrant may,0,53,8,53,6.625,0,0,0,0
inundation,"New York, NY",activist hard work today outreach fixflatbush campaign kind inbo,0,64,9,64,7.111111111111111,0,0,0,0
inundation,"Brooklyn, NY",activist hard work today outreach fixflatbush campaign kind,0,59,8,59,7.375,0,0,0,0
inundation,Unknown,groan inundation post saying fact bringing,0,42,6,42,7.0,0,0,0,0
inundation,Puerto Rico & Spain,relocating justified save people structure risk collapsing possible tsuna,0,73,9,73,8.11111111111111,0,0,0,0
inundation,Copenhagen,one worst thing american hegemony nonamericans think know everything american soc,0,81,11,81,7.363636363636363,0,0,0,0
inundation,United States,amazing child accused crime never could committed expo,0,54,8,54,6.75,0,0,0,0
inundation,"Sydney, Australia",inundation hour new telaria wreck taken point hightide admire metre tidal surge,0,79,12,79,6.583333333333333,0,0,0,0
inundation,Chicagoland,pretty much say nonsense twitter real life carefully ration nonsense still inundatio,0,84,12,84,7.0,0,0,0,0
inundation,"Kentucky, USA",consider inundation feelgood follow dream greeting card bullshit pop culture easily,0,83,11,83,7.545454545454546,0,0,0,0
inundation,"Chicago, IL",great primer quick first read give basic roadmap without inundation,0,67,10,67,6.7,0,0,0,0
inundation,"Longbenton, England",sometimes become taboo give interview front tearcher realise corpse particular momen,0,84,11,84,7.636363636363637,0,0,0,0
inundation,United States,externality mention product ubiquity information inundation primary,0,67,7,67,9.571428571428571,0,0,0,0
inundation,"Winston-Salem, NC",mississippian notable continued inundation lowlying continent continued inundation lowlying cont,0,96,10,96,9.6,0,0,0,0
inundation,"South West, England",worldbuilding detail forgot last night inundation hour chlorophyll,0,66,8,66,8.25,0,0,0,0
inundation,"Brisbane, Australia",new normal slogan suggests climate change done get used lnp truely believed,0,75,12,75,6.25,0,0,0,0
inundation,"Port Hueneme, CA",fulcrum betterthan list godard image beauty doom show everything missing inundation netfli,0,90,12,90,7.5,0,0,0,0
inundation,Iowa,tell congress protect american worker kill bill end inundation infinite indian,0,78,11,78,7.090909090909091,0,0,0,0
inundation,Burnt Arse end of planet,population right pollute world,0,30,4,30,7.5,0,0,0,0
inundation,"South West, England",normally pier outside city marooned hundred metre air supportlegs,0,65,9,65,7.222222222222222,0,0,0,0
landslide,USA,pelosi say trump never reelected one way another extreme confidence seemingly threatening,0,89,12,89,7.416666666666667,0,0,0,0
landslide,"Hyderabad,India ",wanted entertain good movie sankranthi festival gave landslide victory return gift,0,82,11,82,7.454545454545454,0,0,0,0
landslide,"Portland, MI",noticed potus trump million twitter follower maga patriot going kick amp take,0,77,12,77,6.416666666666667,0,0,0,0
landslide,Unknown,wanted entertain good movie sankranthi festival gave landslide victory return,0,77,10,77,7.7,0,0,0,0
landslide,"Carmarthen, UK",boris johnson elected prime minister landslide fuck may,0,55,8,55,6.875,0,0,0,0
landslide,"Hyderabad, India",alavaikunthapurramloo landslide victory,0,39,3,39,13.0,0,0,0,0
landslide,Unknown,whether street hongkong landslide victory antichina candidate taiwan antiregim,0,78,9,78,8.666666666666666,0,0,0,0
landslide,Unknown,win landslide dems making easy,0,30,5,30,6.0,0,0,0,0
landslide,US,taiwan cannot become next hong kong young people taiwan explain voted president tsai ingwen,0,91,14,91,6.5,0,0,0,0
landslide,Unknown,wanted entertain good movie sankranthi festival gave landslide victory return gif,0,81,11,81,7.363636363636363,0,0,0,0
landslide,Unknown,yup landslide right toilet,0,26,4,26,6.5,0,0,0,0
landslide,"VA, DC, NC | USA ",hillary bad candidate kirsten bad candidate kamala bad candidate warren bad cand,0,80,12,80,6.666666666666667,0,0,0,0
landslide,"London, Europe",year control labour party growing biggest party europe winning two leadership election landslide,0,96,13,96,7.384615384615385,0,0,0,0
landslide,NYC,country treat taiwan partner issue reelected saturday landslide taiwanes,0,72,9,72,8.0,0,0,0,0
landslide,RVA,fleetwood mac song think landslide need canadian content maybe bachman turner overdrive,0,87,12,87,7.25,0,0,0,0
landslide,Unknown,totally agree believe president landslide reelection victory show possible build global coalition,0,97,12,97,8.083333333333334,0,0,0,0
landslide,"Davis, CA",imagine rallied around bernie sander wed save ton stress year donald trump would,0,80,13,80,6.153846153846154,0,0,0,0
landslide,Unknown,whatillwatchoverandoveragain poster child liberal trigger,0,57,5,57,11.4,0,0,0,0
landslide,Unknown,weekend people taiwan delivered landslide election victory freedom major blow commu,0,83,11,83,7.545454545454546,0,0,0,0
landslide,Unknown,yepgo back favorite talking point russia russia thenwhen trump landslide back future,0,84,12,84,7.0,0,0,0,0
landslide,Unknown,labour much answer antisemitic member still party unelectable leader tory,0,73,10,73,7.3,0,0,0,0
landslide,UK,time sir paul began raising serious point,0,41,7,41,5.857142857142857,0,0,0,0
landslide,773 / 217,pinch nose bridge liberal come holy fuck debacle embarrassing surprised,0,71,10,71,7.1,0,0,0,0
landslide,"Nottingham, UK",imagine specifically referring election made gain even referring election landslide,0,83,10,83,8.3,0,0,0,0
landslide,Bigfoots Bluff,dream win biggest landslide ever,0,32,5,32,6.4,0,0,0,0
landslide,Perth Australia,yepgo back favorite talking point russia russia thenwhen trump landslide back futur,0,83,12,83,6.916666666666667,0,0,0,0
landslide,Unknown,taiwan president win second term landslide victory probeijing rival congratulation,0,82,10,82,8.2,0,0,0,0
landslide,16 Nerf Champion,hear landslide victory sound like trumplandslide keepamericagreat,0,65,7,65,9.285714285714286,0,0,0,0
lava,"Rio de Janeiro, Brasil",petra costa director democracy vertigo nominated best documentary oscar granddaughter,0,85,10,85,8.5,0,0,0,0
lava,Somewhere in Wisconsin,guess lava life,0,15,3,15,5.0,0,0,0,0
lava,California,island home number specie including iguana penguin flightless cormorant rat,0,75,10,75,7.5,0,0,0,0
lava,Unknown,hershey raspberry crme kit kat chocolate lava kiss valentine day,0,64,10,64,6.4,0,0,0,0
lava,Under the sun,tune hotter lava produced original beatgod plenty,0,49,7,49,7.0,0,0,0,0
lava,•lokiract •ace •she/her,excuse setting bread fire making bean lava lamp perfectly acceptable definitel,0,78,11,78,7.090909090909091,0,0,0,0
lava,"Christchurch City, New Zealand",alofa anna definitely let team know faafetai tele lava,0,54,9,54,6.0,0,0,0,0
lava,"Christchurch, New Zealand",latest development end day,0,26,4,26,6.5,0,0,0,0
lava,Unknown,lava dragon always sweaty good muskfags internal body temp heaven top rude landlord bur,0,87,14,87,6.214285714285714,0,0,0,0
lava,"nowhere, usa",thing keeping going year old lava lamp,0,38,7,38,5.428571428571429,0,0,0,0
lava,Unknown,way lose mind,0,13,3,13,4.333333333333333,0,0,0,0
lava,Hell; Violence,landing back volcanic palace decided warm taking dip lava pool surround,0,71,11,71,6.454545454545454,0,0,0,0
lava,India,stay friend plant small garden cooled lava dying feeling happens,0,64,10,64,6.4,0,0,0,0
lava,"San Diego, CA",hell lava get ashe,0,18,4,18,4.5,0,0,0,0
lava,idk somewhere,chocolate lava cake,0,19,3,19,6.333333333333333,0,0,0,0
lightning,"San Pablo City, Calabarzon",lightning rain retweet reply invoice satoshis tag new friend well pay random invoi,0,82,13,82,6.3076923076923075,0,0,0,0
lightning,Taipei,connect second layer telegram group post node connect lightn,0,60,9,60,6.666666666666667,0,0,0,0
lightning,Unknown,get david bowie lightning bolt finished poof,0,44,7,44,6.285714285714286,0,0,0,0
lightning,Aviemore,roping someone steep bit sgurr nan gillean beard hair arm,0,57,10,57,5.7,0,0,0,0
lightning,"Johannesburg, South Africa",boi even offer chap chair catch another lightning,0,49,8,49,6.125,0,0,0,0
lightning,India,lightning network speed bitcoin transaction offchain channel node later committed,0,81,10,81,8.1,0,0,0,0
lightning,VENEZUELA,congratulation sat,0,18,2,18,9.0,0,0,0,0
lightning,"Vancouver, British Columbia",another weird consequence writing learning win deeply one point replaced explorerexe,0,84,11,84,7.636363636363637,0,0,0,0
lightning,"Somerville, NJ",america bluegreenteam action lightning aircraft take flight deck usnavy amphibi,0,79,10,79,7.9,0,0,0,0
lightning,a better place,lightning live get weird tour wembley stadium,0,45,7,45,6.428571428571429,0,0,0,0
lightning,"Zaragoza, Spain",decarlo lightning strike twice review,0,37,5,37,7.4,0,0,0,0
lightning,Nigeria,bum lightning ollova,0,20,3,20,6.666666666666667,0,0,0,0
lightning,Lagos,lightning fast well actually fast lightning unrealistic really quick mustangmache,0,81,10,81,8.1,0,0,0,0
lightning,Unknown,love stretch mark lightning connection,0,38,5,38,7.6,0,0,0,0
lightning,from Iowa.,till yaweh shoot another lightning bolt guess,0,45,7,45,6.428571428571429,0,0,0,0
lightning,Blockchain,bitcoin lightning network growing scalability security flaw cryptoslate,0,71,8,71,8.875,0,0,0,0
lightning,"London, England",ready flagship microsoft store london come join lightning workshop minecrafteducation edition,0,93,11,93,8.454545454545455,0,0,0,0
lightning,"Jacksonville Beach, FL",people use lightning lmao,0,25,4,25,6.25,0,0,0,0
lightning,"Stretford End, Old Trafford. ",know like lose feel desperately right yet fail nonetheless lightning turn,0,73,11,73,6.636363636363637,0,0,0,0
lightning,Unknown,herbie used make appearance light motor action extreme stunt show disney theme park,0,83,13,83,6.384615384615385,0,0,0,0
lightning,Tokyo,opennode processed lightning transaction less bitcoin blockchain via rbitcoin,0,77,9,77,8.555555555555555,0,0,0,0
lightning,Unknown,percy jackson lightning thief honest enid blyton book lol,0,57,9,57,6.333333333333333,0,0,0,0
lightning,New York City,top lightning component gem salesforce spring release,0,53,7,53,7.571428571428571,0,0,0,0
lightning,uitm lendu,particle ejected rub become electrically charged charged particle separate plum,0,79,10,79,7.9,0,0,0,0
lightning,Anywhere in the Pentagram,jack realized skilled even want fight jack sighed like lightning,0,64,10,64,6.4,0,0,0,0
lightning,Unknown,piercing needle incredible force kamen rider valkyrie lightning hornet,0,70,9,70,7.777777777777778,0,0,0,0
lightning,"Las Vegas, NV",roulot luchets meursault lightning bottle ton chablisienne acidity nerve enclosed gorgeous,0,90,11,90,8.181818181818182,0,0,0,0
lightning,"Sydney, Australia",thank allso far donation aud raised day let keep going bushfireappealofsatoshi,0,78,11,78,7.090909090909091,0,0,0,0
lightning,Heaven,lightning skinsuper fineget waistbead,0,37,4,37,9.25,0,0,0,0
lightning,"London, UK",last night contemplating royal drama also wife funny tweet hit lightning,0,72,11,72,6.545454545454546,0,0,0,0
lightning,West Yorkshire,strange stuff written banning credit card gambling morning year old tend find,0,77,12,77,6.416666666666667,0,0,0,0
lightning,Unknown,team better built ground sustained success caught lightning bottle,0,66,9,66,7.333333333333333,0,0,0,0
lightning,Unknown,note cgivfx video sphere lightning discussed russian tiktok user copie,0,70,10,70,7.0,0,0,0,0
lightning,"Warwickshire, England",manufacturer done notably energica lightning harley davidson using,0,66,8,66,8.25,0,0,0,0
lightning,Unknown,apple mentioned article really phone manufacturer still use lightning,0,69,9,69,7.666666666666667,0,0,0,0
lightning,"Recife, Brasil",power lightning blacklightning renewed season,0,45,5,45,9.0,0,0,0,0
lightning,最愛の隣,died,0,4,1,4,4.0,0,0,0,0
lightning,"Flashpoint, Astroworld ",love lightning,0,14,2,14,7.0,0,0,0,0
lightning,Unknown,privacy scalability lightning network lower expected report,0,59,7,59,8.428571428571429,0,0,0,0
lightning,Unknown,might prettiest lightning ridge opal,0,36,5,36,7.2,0,0,0,0
lightning,"Abuja, Nigeria🇳🇬",lightning hotter surface sun,0,28,4,28,7.0,0,0,0,0
lightning,Unknown,lightning sprint fast create lightning invoice tag lightning buddy reply invoice,0,80,11,80,7.2727272727272725,0,0,0,0
loud%20bang,"Ilkeston, England",today heard loud bang surprised see rocket landed playgroundwe could also see slimy blue,0,88,14,88,6.285714285714286,0,0,0,0
loud%20bang,"Geelong, Victoria",firework january bbl game hope autism fan loud bang,0,51,9,51,5.666666666666667,0,0,0,0
loud%20bang,"San Diego, CA",cousin went outside hear loud bang thought nigga got shot came outside seen,0,75,13,75,5.769230769230769,0,0,0,0
loud%20bang,Masters of the World,think biz savvy amp deceit blow,0,31,6,31,5.166666666666667,0,0,0,0
loud%20bang,World,think biz savvy amp deceit,0,26,5,26,5.2,0,0,0,0
loud%20bang,World,think biz savvy amp deceit blow face loud bang,0,46,9,46,5.111111111111111,0,0,0,0
loud%20bang,skam + awae,turn bang chan stalking literally know twitter account almost heart attack said,0,79,12,79,6.583333333333333,0,0,0,0
loud%20bang,"Los Angeles, CA",even news site loud meant wearesorry http,0,41,7,41,5.857142857142857,0,0,0,0
loud%20bang,Unknown,mom whisper goodnight si loud raspy whisperamp screamedampjumped back bathroom door whic,0,88,12,88,7.333333333333333,0,0,0,0
loud%20bang,Unknown,open chapter bloody hell hit damn head bedroom ceiling poor excuse,0,66,11,66,6.0,0,0,0,0
loud%20bang,Unknown,imagine bts member kid got visit bang bighit building going loud noisy cuz,0,74,13,74,5.6923076923076925,0,0,0,0
loud%20bang,North Borneo Malaysia🇲🇾,genuinely laugh loud book start big bang actually start big bang,0,64,11,64,5.818181818181818,0,0,0,0
loud%20bang,The U S of A Baby,hear loud bang took,0,19,4,19,4.75,0,0,0,0
loud%20bang,Unknown,happens sometimes deeply asleep someonesomething tap know alone,0,63,8,63,7.875,0,0,0,0
loud%20bang,Iowa,heard loud bang something fall stair hear eric say tripped stair,0,64,11,64,5.818181818181818,0,0,0,0
loud%20bang,"Michigan, USA",brother got bathroom heard loud bang followed owwww,0,51,8,51,6.375,0,0,0,0
loud%20bang,Unknown,possible sometimes banging quite loud,0,37,5,37,7.4,0,0,0,0
loud%20bang,natangina owo,yuri throwing stone yenas window yena yelling yuri phone reason loud bang yena,0,78,13,78,6.0,0,0,0,0
loud%20bang,Unknown,helmet awkward hold swing hard enough make loud bang bang bat,0,61,11,61,5.545454545454546,0,0,0,0
loud%20bang,Unknown,surrounding became noisier ever loud bang made fckng stunned big relief,0,71,11,71,6.454545454545454,0,0,0,0
loud%20bang,"Minnesota, USA",exactly seeing runner raise arm seems easier react hitter listening loud,0,72,11,72,6.545454545454546,0,0,0,0
loud%20bang,High in the mountains,hear loud bang screaming clearly coming check sister,0,52,8,52,6.5,0,0,0,0
loud%20bang,Unknown,love neighbour fight day get really loud love bang door window toss,0,67,12,67,5.583333333333333,0,0,0,0
loud%20bang,Unknown,love neighbour fight day get really loud love bang door window,0,62,11,62,5.636363636363637,0,0,0,0
loud%20bang,Taekook hearts,yoongi open eye frown hears door getting shut loud bang namjoon look wide,0,73,13,73,5.615384615384615,0,0,0,0
loud%20bang,"Falcon,Coloado",nope honestly hard worker really try prove sometime,0,51,8,51,6.375,0,0,0,0
loud%20bang,OT7 • fan account ✨🇵🇭,imagine bts member kid got visit bang bighit building going loud noi,0,68,12,68,5.666666666666667,0,0,0,0
loud%20bang,"Lewisberry, PA",spirit come many different reason today save life liz heading door,0,66,11,66,6.0,0,0,0,0
loud%20bang,𝙏𝙃𝙀 𝙎𝙏𝘼𝙍𝙎💫,scared whaddya take kind baby came louder mean,0,46,8,46,5.75,0,0,0,0
loud%20bang,ur......ur heart.......,middle night lwj trying get wwxs attention throwing rock window lawn wwx via tex,0,80,14,80,5.714285714285714,0,0,0,0
loud%20bang,Unknown,love downstairs neighbor fight time little kid house slam door,0,62,10,62,6.2,0,0,0,0
loud%20bang,Unknown,heard loud bang internet went lmao,0,34,6,34,5.666666666666667,0,0,0,0
loud%20bang,Unknown,australian navy set help usa protect dick channeys oil asset block iran exporting oil sanction,0,94,15,94,6.266666666666667,0,0,0,0
loud%20bang,Unknown,weird question anyone elses internet hearing loud bang london,0,61,9,61,6.777777777777778,0,0,0,0
